User,rating,Tanggal,ulasan
Issa Alamsyah,4,6 tahun lalu,Tempatx lumayan buat liburan keluarga..murah meriah..10rb tiket masuk..kolam renang ada mulai anak2- dewasa..tempat makan lesehan..ada mini aula
KHANZA MIYU,5,5 bulan lalu,Sangat ramah anak
hery suryawan,5,7 tahun lalu,"Tempatnya bagus,terdapat kolam renang untuk dewasa dan anak anak.
Pemandangan sekeliling banyak pepohonan dan sawah
Bisa sekaligus menikmati kuliner bersama keluarga"
Sarah Ibrahim,5,Diedit 6 tahun lalu,Keren. Cocok untuk rekreasi keluarga
Eliza Maini,1,6 tahun lalu,"Akses masuk ribet tidak nyaman, kamar hotel kotor, pintu kamar mandi rusak (bolong) tdk bisa dikunci,kamar byk sarang laba2 di salah 1 kamar(kebetulan saya pesan 4 kamar),kurang puas dgn pelayanan nya pegawai nya kurang cekatan,gak ada air panas,tisu,dan tempat sampah dalam kamar. NO RECOMENDED!!!KECEWA BANGET beda 100% dgn review nya."
niekmah sakinah,5,4 tahun lalu,"Lumayan nyaman, pelayanan juga lumayan baik.

Hanya saja terlalu kaku kurang fleksibel.

Meskipun ada hal yang membuat keluarga besar kami agak kecewa, overall lumayan laa...

Semoga lain waktu bisa lebih fleksibel dan saling memahami. win win solution gitu laaahhh....

Tetep bintang 5 kok..."
KHR tour,5,4 tahun lalu,Nuansa Alam yg asri cocok untuk keluarga
agus salim,5,2 tahun lalu,"Menu masakan khas enak, hanya masukan kolam sering di bersihkan dari daun kering yg tidak bisa di hindari"
Wahyu Sigit Jatmika,4,5 tahun lalu,"Cocok buat tempat liburan bersama keluarga, ada kolam renang untuk anak2 sampai dewasa, ada tempat untuk outbond, lokasinya mudah dijangkau, cuman sayang tempat parkirnya kurang...jika pengunjung sdh penuh masalah parkir kendaraan yang datang terakhir bisa menutup jalan kendaraan lainnya.... oh ya, bagi prnghobby kuliner....tempat ini sangat cocok, masakannya enak, tersedia menu paket..,. pokok nya hmmmm.....silahkan mencoba dan datang....tidak akan kecewa...satu lagi...ada home stay nya loh....bisa buat acara2 gitu....sip pokoknya .,.tempat parkirnya ya....semoga kedepan lebih baik..."
Febri kuma asmarani abas,5,6 tahun lalu,"Asyik tempatnya asri..namun akan lebih baik disitu ada beberapa area/saung yang disediakan khusus untuk mainan tradisional, pelayanan nya juga ramah. Asri banget temmpatnya asik untuk liburn keluarga.. Harganya juga terjangkau.. Pingin kesitu lagi.."
arnisa wira,2,7 tahun lalu,"musiknya jelek suaranya bikin pusing, gajadi nyaman makan ditemani musik kayak gini. tempat makan lesehan sebelah kolam renang becek, jadi nggak bisa dibuat duduk. pelayanan restoran lama"
nadhir dicky perdana,1,5 tahun lalu,"Tempatnya sempit kalau pas habis hujan naik turun  licin , kotor, tidak luas , banyak nyamuk, konsep tempat wisata tdk jelas, fasilitas buruk, dan harga tiket dirubah dengan menggunakan spidol, dr harga 10 rb, menjadi 15000 dan ada juga yg berubah tulisan menjadi 19000 gazebo juga sangat tidak nyaman bercampur dengan celana basah milik anak2 kecil yg renang. Sorry 🙀"
Enteng Sreng,5,7 tahun lalu,"Tempatnya sejuk, harum, recomended pakek banget. Cocok buat kumpul keluarga ,sewa penginapan udah free kolamrenang,permainan tradisional,ada magic bambu juga, udah 3 kali kesini gaada bosennya. Terima kasih taman dolan"
Fitri Handayani,4,3 tahun lalu,"Tempatnya sejuk,, kolam renang gratis cm suruh beli makanan aja, min 35rb perorang. Masakannya enak,"
ani istiqomah,4,setahun lalu,Makannya murah dan tempatnya nyaman apalagi yang untuk bawa anak kecil
Danny April,4,7 tahun lalu,"2 kali ke tempat ini dengan membawa keluarga yang berbeda, kesannya positif.. Pelayanan tdk mengecewakan.. Lengkap --> resto, outbond, kolam renang, mainan jadul, kebun.."
Selli Rakhmadhoni,3,4 tahun lalu,"Serem bgt tmpat nya :"") kalo udh mulai sore
Udah dpt sih nuansa pedesaannya,, tapi makanan di resto nya loh enak enak apalagi ayam goreng nya :"" favorito"
indahbordir sidoarjo,4,4 tahun lalu,Bersih. Makanan enak. Kamar lumayan. Ada air panas. Selimut seprei bantal bersih. Bisa jadi alternatif menginap bersama keluarga
Jeeniayu rahmawati,5,6 tahun lalu,"Pertama kali outbound di taman dolan dan homestaynya best banget,kamarnya bersih nyaman bener"" jauh dari perkotaan,makanan bacemnya yg gagal move on ... selalu rindu dan rindu,pasti nginep di sini fasilitasnya best banget pelayanan juga pkoknya best lah 🤗 harga murceee …"
yudha setiawan,4,8 tahun lalu,hawanya sejuk karena bersebelahan dgn areal persawahan.kolamnya bersih dan airnya segar.parkir kurang luas sama pesen makanannya lmayan lma.tp recomended untuk tempat wisata keluarga 👍 …
Anisa Q A,5,3 tahun lalu,"Buat yg pgn staycation dan yg cari tempat untuk healing, homestay ini recommended bgt. Tempatnya nyaman, breakfastnya enak. Kalo ada waktu pgn banget balik kesini lg! Thankyou Taman Dolan!"
ikhe Ambarini,5,5 tahun lalu,"Taman Dolan merupakan tempat peristirahatan yg apik sejuk dan nyaman, tempatnya asri membuat suasana hati jadi tentrem karena jauh dari kebisingan kota, banyak kamar, terdapat 4 kolam renang 2 anak2 dan 2 dewasa airnya dingin tapi seger banget #LocalGuide #LocalGuideSurabaya #LocalGuideIndonesia @LocalGuide @LocalGuideIndonesia"
enik fatmawati,3,8 tahun lalu,"Kolam renang nyaman untuk anak-anak, mainan tradisional menambah pengetahuan, sayangnya menu makanan kurang lengkap karena di  tempat ini tidak boleh bawa bekal"
Rifky Ahmad,2,7 tahun lalu,"Keunggulan pemandangannya bagus, menyenangkan tp yg disayangkan toiletnya banyak uler atau apa gtu sm pas menjelang subuh air panasnya mati, komplain pake telpon di penginapan gabisa, akhirnya nyamperin ke kantornya nyari petugas penginapan nggak ada, adanya cmn satpam yg jaga parkiran tp satpamnya gatau mslh itu, dan kata satpamnya yg jaga pulang.. hmmm"
anggia siwi andarasati,5,Diedit 3 tahun lalu,"Cocok untuk healing nih...tenang, view nya bagus,,ada suara gemericik air dan kodok khas pedesaan....
Adem banget...
Makanan pun enak...
Recomended deh pokoknya"
Faizal Yusuf,5,6 tahun lalu,"Tempat bagus unt keluarga.. kami mengenalkan anak anak unt mengenalkan alam pedesaan .. mengenalkan profesi petani, cara petani menanam , ada kegiatan namanya ""Matun"" ambil tanaman liar/rumput ...ada saatnya ibu petani kirim makanan ke petani.. kami ajarkan dengan contoh arti berjuang dari petani.. bukan dimana lahannya tetapi siapa petaninya.. dan jelaskan arti prinsip pertanian.."
Gunawan S,4,2 tahun lalu,Terimakasih atas pelayanannya walau cuma menginap semalam bisa menikmati suasana alam yg sangat nyaman
Anik Alvilah,2,6 tahun lalu,View bagus...sayang fasilitas kurang memuaskan.kamar TDK di lengkapi telepon.tidak semua kamar di lengkapi kamar mandi .kamar mandi di luar seperti ponten.padahal harga kamar lumayan mahal.makanan enak.tp sayang breakfast cuma dapat menu 1 macem.
Windro Susanto,5,Diedit 7 tahun lalu,"Taman silam taman wisata keluarga yang sederhana dengan nuansa pedesaan di lengkaplah dengan area main ,outbond kolam renang, untuk dewasa dan anak anak dan ada resto nya ,, tempat bermalam buat 2, orang 4 0rang 10 orang dengan harga yang variasi ,, serta pelayanan karyawannya ramah  dan view bagus kota batu dan pegunungan ...yang bagus ... udara sejuk dan seger..."
rahmi prasetya,5,7 tahun lalu,Cocok buat yg nyari suasana pedesaan
Taman Rewin,5,7 tahun lalu,nyaman santai untuk rekreasi keluarga dan membawa anak untuk edukasi berkebun fasilitas cukup tersedia menginapun benar2 susana pedesaan
dwi santoso,5,5 tahun lalu,"Cocok utk wisata keluarga bersama anak, agar lebih mengenal permainan tradisional. Makanannya enak dgn harga yg relatif murah."
Dapur SerbaSerbi,5,4 tahun lalu,"30 menit dari citra homestay Batu, pas banget jika ke batu stay nya di citra homestay dan dolan di taman dolan. Bangunan yg klasik dan asri cocok untuk keluarga anda. Pesan di 081334560405 untuk reservasi citra homestay atau cek di ig nya"
efata yohana,4,4 tahun lalu,"Cukup menyenangkan, suasana asri dan menyatu dg alam. Sayang masih banyak spot2 yg kurang terpelihara baik dan belum selesai. Selebihnya ok."
Andreas E.C Prabowo,4,4 tahun lalu,"View nya bagus pas dapat kamar di tingkat atas.
Sayang ketika ppkm arena bermain tidak beroperasi. Area gubuk di sawah bagus sekali, cocok buat bersantai."
9 Dhiyaulhaq Hilmy Maulana,2,setahun lalu,"Makanan ne enak,mantap
Tapi pelayanan ne bobrokkkk,lamaa
Sy datang jam 3 makanan baru datang hampir 2jam"
lestiarti sasliningtyas,1,7 tahun lalu,"Tempatnya ok tapi pelayanannya gak ok...pesan kamar isi 10org tp handuk cuma 4, sandal cuma 2 pasang...makan pagi pun sempat bermasalah dikasih cuma 2 org, pdhl kita tambah xtra bed yg totalnya untuk 10org...semoga kedepannya diperbaiki"
AltaFocus Group,5,5 tahun lalu,"Salah satu tempat rekreasi yang nyaman dan enak. Berbagai fasilitas juga ada, namun sayang akses parkir masih outdor. Semoga kedepan lebih baik lagi"
Agus Prianto79,5,setahun lalu,"Tempat yang asri, alami , recommended banget pokoknya , untuk keluarga juga pas banget, fasilitas komplit.."
Desita N. A,1,2 tahun lalu,"Klo utk wisata keluarga sih oke, cmn klo utk wisata sekolah anak TK enggak banget.. mana gk ada warung, klo butuh sesuatu jd bngung"
odik fatichul,4,3 tahun lalu,"Suasana tempatnya seperti dipedesaan, sejuk, klo malam terasa banget menyatu dg alam 😊😊😊, dekat dg tempat"" wisata. …"
Mafioso Oke,5,3 tahun lalu,"Mantaaap... keren, rapi, bersih"
Pak hadi suprianto,5,setahun lalu,"Tempat yg nyaman,,asri dan tentram,, suasananya bernuansa pedesaan seperti Ubud Bali"
Rud Yanto,5,7 tahun lalu,"Enak nyaman utuk referesing bersama keluarga, anak anak bisa berenang orang tua bisa santai di gasebo sambil menikmati pesanan makanan yang ada di cafe"
Udin tmOn,3,6 tahun lalu,"Bwt menagemen TD.tlong diperhatikan lalulintas pas Liburan.krena tiap liburan akhir taun ato lebaran. Lalulintas patat. Pasti ada Laka.. Baru""ini gara"" ada jln berlubang trus dtutupi plang. Dan mengakibatkan mobil ambl jlur arah barat. Dan kndaraan yg dr arah barat. Jdi kaget dan pengendara sepedah motor amblas kegorong"".kasian korban nya.bang mita khususnya. Trima kasih"
Dani Angga,3,7 tahun lalu,Msh perlu menambah dan perbaiki fasilitas yg ada
Reni Dwi Indrawati,4,7 tahun lalu,Tempatnya lumayan bagus... Karna masih dalam proses pembangunan... Tapi untuk wahana jelajah lumayan lah untuk mendidik anak mengenal lingkungan... Sawah...
Khoridatul Mutamimah,3,8 tahun lalu,Tempat nya enak buat momong anak
Maya Candra,5,6 tahun lalu,Suasananya enak banget pelayanannya ramah dan bersahabat keren tempatnya next time ada semacam lahan utk bisa dijdkan acr petik2 buah ato sayur 😀😀tp utk keseluruhan keren👌👌 …
Jovita Indriani,1,8 tahun lalu,"Murah. Lebih cocok untuk bawa anak² sekolah outbond.
*maaf* dasar untuk kolam msh kotor/bnyk yg rusak
Alat permainan jg ada minus."
Agam Alfatih,2,Diedit 4 tahun lalu,"Gak sesuai sm.namanya,, taman dolan.. dolannya dimana??? Cm kolam renang aja buat anak2, itupun kolam.biasa & kecil.. tempat makannya jg krg bersih, ya untg nya makanannya enak sih.."
Rahmad Afandi,4,6 tahun lalu,"Sangat menyenangkan dengan konsep keluarga,fasilitas kolam renang dengan gazebo di kiri kanan.udara sangat segar karena banyak sekali pohon tinggi dan bunga"
Rida Rohiyani,5,6 tahun lalu,"Pernah bermain ketempat ini harga tiket 15 ribu/orang,,asyik juga untuk berfoto selfie,, ada kolam renang,, dan tempat makan yang cukup asyik dengan menu makan penyetan dll"
arie murti,5,8 tahun lalu,karena panorama alami jg susananya tenang banget
SAHAT SIMATUPANG,5,5 tahun lalu,Pegawainya ramah2 dan Tempatnya nyaman buat keluarga
Sri Suharsi,3,6 tahun lalu,"Waktu pesen menu paketan, Ternyata Ada box yg Kurang lengkap isinya. Bahkan minumannya pun hrs diingatkan krn kelupaan disajikan."
Serdadu 87,4,setahun lalu,Lebih mengutamakan pelayanan service kedepannya agar tidak terjadi kesalahan dalam pemesanan atau salah komunikasi
velania mei,4,5 tahun lalu,"Tempat nyaman, dan makanan enak. Cm harus sabar menunggu menu nya, krna bnyaknya antrian pesanan dan seperti nya karyawan nya kurang."
Paulina Nia,3,5 tahun lalu,"Saya kira ada spot spot bermainnya banyak, ternyata cuma kolam renang sama penginapan saja. Kalau bisa ditambahi spot nya biar menarik"
Dimas Paradise,5,6 tahun lalu,"Pengalaman saya ditaman dolan sangat seru , untuk karyawan nya sangat ramah saya suka banget🥰🥰, makanan nya enak plus murah, outbound nya seru banget untuk trainer nya semoga makin solid lagi 👌🏻👌🏻 …"
Tri Wahyu,3,2 tahun lalu,Kolam renangnya murah..tp sayangnya kamar mandinya ga ada lampunya. Huft
Amayda Widiyasisca,3,7 tahun lalu,"Pelayanan kantin lumayan lama.. Sarapan hrs tanya 2x, tryt blm dbikin. Psen cappucino+kopi jahe smp lupa. Perjalanan plg baru keingat, pdhl sdh dbayar 😄 …"
Kylaa Anindtaa,1,3 tahun lalu,"G bgt,masa kolam renang nya bikin gatel si? terus kamar mandi di kolam renang juga kotor. Staf nya ga bisa promosi"
Icun Nurmazidah,3,8 tahun lalu,"datang pas liburan.. jadi rame banget ngk bisa nikmati pemandangan dengan santai karena banyaknya pengunjung, juga ngak bisa menikmati hidangan yang ditawarkan karena anteran yang paaaannnjaaaaannnggg... kudu nyob apas sepi biar tau dan bs komentar dengan lebih obyektif"
ceria kur,5,9 tahun lalu,"tempat nyaman, makanan enak, cocok buat main dg keluarga, ada kolam renang dewasa & anak2."
arif rahman Hakim,5,6 tahun lalu,Tempat makan dan berenang seru
LA Ani,5,3 tahun lalu,Bagus murah makanan e oke yg kurang kolam renang nya kotor sayang sekali
donal duck,4,5 tahun lalu,"Tempatnya bagus,bersih.. Cocok buat wisata bersama keluarga . Ada kolam renang, penginapan dll. Suasananya asri.."
Rani Soeraniningsih,1,7 tahun lalu,Pelayanan sangat buruk..pesanan keliru berkali-kali. Sampek makanan sdh selesai minuman blm datang. Harus bolak balik sampek 4 kali ke kasirnya nanyakan minuman. Not rekomended blassss
Herry Nagata,3,Diedit 2 tahun lalu,Tempat rekreasih bareng keluarga yang murah meria kita sudah sepuas nya bermain air dan terdapat resto di area pemandian ..
Adzkia Salma,5,setahun lalu,udah 4 kali renang di taman dolan. bagus nyaman poll
Ardika Wijanarko,1,6 tahun lalu,"Secara konsep saya suka. hanya saja terlihat kotor dan kurang perawatan, sarana prasarana dan kolam renangnya juga."
nur candra,4,7 tahun lalu,Tempatnya sungguh tenang jauh dari suasana bising dan ribut. Hawanya sejuk dan pemandangannya indah. Menawarkan suasana pedesaan dan pemandangan sawah dengan konsep seperti di ubud.
Mai Mai,3,7 tahun lalu,"Bagus,cuma kebersihan kurang"
YULIANAH S.Pd.I,5,2 tahun lalu,"Alami, sejuk, udara segar. Next time datang lagi untuk menikmati indahnya suasana alam"
octa samuel arifianto,1,9 tahun lalu,"Nunggu makanan sampai sejam, setelah disamperin ternyata belum disiapkan.. ga hanya saya saja dan byk juga yg mengeluh mengaku hal yg sama.. tidak rekomendasi sekali.. tidak siap membuka usaha.."
Syarifah A,5,7 tahun lalu,Sangat recommended untuk keluarga yg mau menginap dgn suasana alam dan sangat affordable deh di kantong...sgt cocok untuk anak2
Cuncun,4,5 tahun lalu,"Untuk penginapan nya kurang lengkap aja d dlm nya. Gak dksh tmpt sampah, gk ada meja + kursi"
mochamad huda,3,7 tahun lalu,"Tempat wisata yg cuku. Menarik untuk keluarga, dg kolam renang kecil, gazebo dan view alam pedesaan dan hamparan sawah nya"
Sulistianto,4,Diedit 6 bulan lalu,"Konsepnya warumg lesehan yang dilengkapi dengn kolam renang sebagai penarik wisatawan, tapi sayang fasilitas tempat bilas atau kamar mandi masih kurang bersih"
jhonsby thor,5,5 tahun lalu,Enak buat keluarga... harga murah dikantong..
Rana Jauhara,5,6 tahun lalu,"Fasilitas lengkap untuk gathering atau outbound, penginapan, tempat makan, kolam renang, trainer untuk outbound, tubing river, dan suasana alamnya menyenangkan..pelayanannya pun memuaskan.."
Ayu Setyo Ardila,4,8 tahun lalu,Pemandangannya oke punyaaaa 😍😍 …
mamad caping,5,Diedit 5 bulan lalu,Kolam renang gawe pemula dan anak anak oke
Robby Hendryanto,4,5 tahun lalu,rindang n sejuk...semoga lebih baik lagi
bunda eva,5,4 tahun lalu,"2x nginap disini.
Tempatnya nyaman, sejuk, pelayanannya ramah.
Bikin betah klau kesini. Anak2 sy paling senang di ajak kesini"
Eko Prajitno,4,Diedit 2 tahun lalu,Kami menginap lagi di taman dolan banyak perubahan dan kami ikut outbound...bagus acaranya dan memuaskan
CUSNIA WIDI71,4,6 tahun lalu,"Pass buat fam time, ngadeeem"
Azizah Pradana,3,Diedit 7 tahun lalu,"Ada paket makanan tumpeng dg rasa yg enak, kolam renang, lokasi pinggir jalan utama, sayangnya parkir kurang luas"
Galih Ayu,5,6 tahun lalu,"Lokasi trategis, tempat nyaman terdapat kolam renang juga. Selain itu rasa makanan juga enak. Tempat ini cocok untuk makan bersama keluarga"
ruhbatudian rumah baca tulis dian,4,5 tahun lalu,"Good place, good mood and good food.
Saran: porsi nasi dalam paket lima orang lbh baik ditambah. Lalapan nya jg harus lbh lengkap."
Baim and Yasmine Official,5,2 tahun lalu,"Taman dolan merupakan destinasi wisata yang mencakup kolam renang, penginapan, river tubing, tracking air terjun, sumber mata air, petik buah dan sayuran"
Norman Marantika,3,7 tahun lalu,"Tmpat wisata baru, banyak yg masih tahap pembangunan, kamar ok, suasana asri, makanan biasa aja, disajikan ketika sdh dingin"
fajar chasa,5,6 tahun lalu,"Tempat yang enak bgt buat outbond, ada penginapan homestay, rumah makan, hall, kolam berenang, dll . Cocok utk kegiatan rame2"
Maya Prasetyo,3,4 tahun lalu,"harga terjangkau , suasana sejuk
hanya untuk kolamnya kurang sedikit inovasi dan wahana bermain sangat minim"
Muhammad Nurrahman Rifai,5,7 tahun lalu,"Seru, sayang kurang/blm komplit. Maklum msh baru kayaknya. Tp yg penting, personilnya, familyer banget. Kayak sdh kenal lama. Mas Tofa, mbak Fifi, mBak Galih, Teh Annisa. Makasih semuanya ya kemarin (18-11-'18)."
Ricko Ardya,5,7 tahun lalu,"Tempatnya nyaman, sejuk, ada kolam renang dan arena outbound. Mau acara rame2 bisa juga nih"
ridzky aditya saputra,5,4 tahun lalu,Fasilitas memadai. Harga terjangkau
Sahla Horseback Archery,5,9 bulan lalu,Satu kata...Amaziiiiing.....gak percaya???? datang dan buktikan sendiri
Kaira Biyan,5,7 tahun lalu,"Kamar kayunya bagus, apalagi ada kamar mandi dalam juga. Bangun pagi disambut sawah di sekitar"
Arvita Ps,4,7 tahun lalu,Asri dengan pemandangan sawah dan desa sekitar lokasi.. gak terlalu ramai..jadi bisa nyaman main air bersama anak
Dippoynter,5,6 tahun lalu,"Makanannya cocok di lidah kami sekeluarga. Tempatnya nyaman, bikin betah berlama-lama di sana. Udah gitu aja."
Dalebo Sembilan,5,2 minggu lalu,Bagus tok le
Mohammad Hudha,3,6 tahun lalu,Penataan dan suasananya biasa aja. Masakannya biasa
Didit lugmana,3,2 tahun lalu,"Asri, bersih, nyaman... Ada paket makanan include htm kolam... Murah meriah"
hindarto prasetyo,5,7 tahun lalu,Tempat bagus / bersih / palayananya baik murah senyum... harga lumayan murah untuk vila nya.. bagus lah untuk acara keluarga😊 …
ninik hariyani,4,2 tahun lalu,Bagus..tiket murah.. tempat nya nyaman cocok u alternatif weekend sekeluarga...
Agus Basuki,5,5 tahun lalu,"Tempat ngumpul dan bikin acara di lokasi yang memiliki sarana yang cukup lengkap dan ethnic.
Dengan pemandangan alam sekitar yang cukup indah dan segar."
Taufik,5,7 tahun lalu,"Cocok untuk rekreasi keluarga,harga ekonomis"
Ayu Tiar,3,7 tahun lalu,"Fasilitasnya beragam, tempatnya bagus, cuma kurang terawat. Saya belum coba makanannya sih.."
mbak Ervinah,5,2 tahun lalu,"Tempat menarik, view nya indah dan hijau. Sejauh mata memandang hamparan hijau sawah. Cocok buat healing"
aditya ms 91,5,4 tahun lalu,"Tempat enak, ckup nyaman.."
vikki iriyanti,4,4 tahun lalu,"Kesini 2x ini tp sayang skrg mainan tradisionalnya SDH gak ada. Waktu pertama kesini masih ada egrang, holahop, bakiyak dll"
Risma Kumala,3,5 tahun lalu,"Tempat oke hanya ,bnyak fasilitas yg tdk terawat, kolam juga kotor.Sangat di sayang kan"
hasan hasan,1,4 tahun lalu,"Harga paket makanan ternyata jatuhnya lbh mahal, makanannya luamaaaa datangnya, padahal sudah pesan bbrp hari sebelumnya untuk di hidangkan jam 11, kecewa"
Yasmin khalisah Aulia,4,5 tahun lalu,Lumayan bagus
Sari Suryana,5,5 tahun lalu,View oke
Dory muhammad,4,3 tahun lalu,"Rekomendasi untuk anak muda.
Tdk rekomendasi untuk ngajak orangtua(krna menuju kamar& restoran curam tangganya).."
V Wardhana,4,6 tahun lalu,"nyaman, hommy, kamar mandi bersih, air panas siap 24 jam ... breakfast mantab ..
ada karaoke, spot foto oke"
udin adil,1,5 tahun lalu,tempatnya biasa aja. pelayanan kurang bagus.fasilitas bnyak yg tdk bisa di gunakan. seperti air panasnya tdk bisa
Nugraha Setiawan,5,5 tahun lalu,"Suasana alami pedesaan. Enak buat liburan keluarga. Makanannya enak dan pas porsinya.
View juga bagus."
Wisata Rafting Kaliwatu,4,6 tahun lalu,Bersih sejuk buat melepas lelah
maryuhen tri,3,8 tahun lalu,"Tempat bagus, harga terjangkau tapi sayang pelayanannya kurang, ada 1pesanan sampai nggu 2jam blm datang"
Nargis S,5,7 tahun lalu,"Kamar nya nyaman, makanannya enak, pelayanannya bagus. Harganya sangat terjangkau. Cocok untuk penginapan keluarga."
Nugroho Haris,3,4 tahun lalu,"tempat asri n sejuk, tempat makan waktu hujan kurang nyaman karena bocor atap nya, makanan lmyn enak"
Heri Purnomo,4,6 tahun lalu,Sesuai buat outbond anak2
Thyas Pekha (Thyas),3,5 tahun lalu,Lumayan view-nya...
Putra Penanggungan,4,6 tahun lalu,Tempatnya bagus.. Kolam renangnya mhn ditingkatkan lg kualitasnya.  Plus mainan anaknya msh kurang
YULIONO JOE,3,6 tahun lalu,"Destinasi wisata yg ckp menghibur bersama klrg dan anak"". Bisa unt out bond. Fasilitas warung makan, kolam renang, penginapan dan out bond."
Hermes Milyader,4,7 tahun lalu,Tahu permainan tradisional jadul
winda tri,2,6 tahun lalu,"Ga sesuai ekspektasi,, 🙄 kolan renang kotor, sarapan pagi nya jg sotonya tumpah2 jd males makane …"
Hadi Susanto,3,6 tahun lalu,"penginapan yang menonjolkan kesan etnik
masakan khas jogja manis
view yang sangat menarik
tapi perlu ditingkatkan pelayanannya"
Nabila R Zain,4,4 tahun lalu,"Tempatnya nyaman buat nginep, suasananya juga suasana pedesaan... Lumayan refreshing sebentar dari suasana perkotaan"
rony robiq,5,2 tahun lalu,"Pelayanan baik ...
Masakannya enak ...
Pokoke mantap ..
Alhamdulillah rombongan pada puas... 😍😍😍"
Afidatun Nisak,5,2 tahun lalu,"Tempat bersih
Makanan enak
Porsi makanan banyak
Sudah dapat minum"
Riskal Bayu Saputra,5,6 tahun lalu,Mantap menenangkanuù
Fakhruddin Yusuf,3,8 tahun lalu,"Area parkir terbatas, kalo sore pesan makanan beberapa item udah gak tersedia."
IRMA WIDY,4,6 tahun lalu,"Tempatnya super enakk, alam banget, ada kolam renang. Menu makanan yg biasa sajaa"
Ngamenria Official,4,7 tahun lalu,"Bagus untuk outbond suasana alam pedesaan. Ada tali temali, kolam renang, permainan egrang, holahop, dan penginapan kayu"
nia belva syaichuddinia,2,6 tahun lalu,"Tempat menyenangkan, tp pelayanannya lama..
Belum jg rombongan makan semua sudah d kemasi 🤦‍♀️😪😪 …"
Fitria Rahani,5,4 tahun lalu,"Tempat yang menyenangkan untuk menghabiskan waktu bersama keluarga..
Bisa berenang dan makan bareng keluarga disini.."
Prasdi antoro,5,5 tahun lalu,"Kalau menurut ku pribadi tempatnya biasa saja sih, tpi untuk guidenya anak² SD top deh"
mama ayu,4,3 tahun lalu,Tempat nya bagus dan karyawan nya juga ramah2 💜 …
Rena Rosalina,5,6 tahun lalu,"Tempat yang asri,buat wisata edukasi lumayan,petugasnya ramah"" dan telaten ......untuk penginapannya belum nyoba"
Cips Susilo,5,3 tahun lalu,Enak buat tempat liburan keluarga lengkap dengan kamar dan makanan jg kolam renang
Bunda Dian Channel,4,6 tahun lalu,"Tiket masuk 10.000.
Kolam renang
Menunya mantap
Cuma kurang luas"
Andy wahyu wibowo,4,6 tahun lalu,Klo utk kolam n suasana biasa aja.. Utk makanannya lumayan enak lah..
didik sudaryono,4,7 tahun lalu,"Buat yang ingin merasakan kembali suasana kesederhanaan suasana desa dikelilingi sawah dan kebun, serta mainan tradisional yang semakin jarang ditemui dapat ditemui disini...."
Risa Nur Faizatur Rohmah,4,3 tahun lalu,"Ada kolam renang nya, ada pemandangan yang subhanallah indah sekali , cocok buat foto-foto"
Ari Rindawati,4,Diedit 4 tahun lalu,Suasananya enak. Bisa liat petani panen sayur langsung. Menu makanan yang enak ayam ingkungnya
Dendy Surya Bakti,4,8 tahun lalu,"Karena menu makanan yang enak dan sehat ditambah dengan pemandangan pegunungan yang indah, juga ada kolam renang nya"
Paimo Adi,5,6 tahun lalu,Hotel dan outbound center yang tematik nuansa pedesaan Jawa dengan harga relatif terjangkau. Juga untuk wahana edukasi dan permainan anak
Kang Mas Prabu,1,7 tahun lalu,"Makanan tidak.enak, mahal sekali.."
Elly Susiana,5,7 tahun lalu,Ikan bakar madu dan ayam bakarnya rekomen banget deh.  Tempat luas.  Banyak tempat main. Puas makan dan main disini.
Riska Febriana,5,4 tahun lalu,Kurangnya fasilitas mainan anak di lapangan atas... Tambahin ayunan jugaa sama seluncuran.
845pro TV,5,2 tahun lalu,"Nyaman
Ubud Balinya Batu"
Dian Ayu,5,7 tahun lalu,Tempat yg cocok untuk melepas penat. Dengan suasana penginapan di tengah sawah yg asri dan sejuk
wahyu hidayat,5,6 tahun lalu,Mantab buat santai sekeluarga
Fery Ardyanto,3,6 tahun lalu,Suasana alam pedesaan yg tenang
syams ahmad krudiwo,4,6 tahun lalu,"Tempat yang enak untuk rekreasi bersama keluarga, da kolam renang penginapan,makan,out bond"
Sri Baktiasih,4,7 tahun lalu,"Tempat renang cukup bersih, tapi gk begitu gede. makanan ayam ingkung haucek... 👍 …"
Wismandaka Tri Ardana,3,7 tahun lalu,Tempat untuk outbond dan berenang anak anak. Kebersihannya kurang. Makanan lumayan enak
Feby Olivia,5,2 tahun lalu,"Tempat permainan air yg menarik, makanannya juga enak"
Deki Masinambouw,4,4 tahun lalu,Air nya dingin.... tapi segar😁 …
Defi sintiari,4,7 tahun lalu,Bagus bgt
Ayu Umairoh,2,5 tahun lalu,"Pelayanan kurang responsif,tidak recommended banget😥 makanan kurang lahh mohon untuk pelayanan ditingkatkan lagii,kebersihan apalagi yaaa❤❤ …"
Rovino 46,5,5 tahun lalu,"Sangat nyaman dan menenangkan ,,, suasana pedesaan banget deh pokoknya ☺😊 …"
Hadi Men,3,7 tahun lalu,Tempat renang mini kalau saya kira.. Dapat menghibur anak diwaktu wekeend... Selamat berkunjung dikota wisata batu
KHOIRUL ANAM,4,6 tahun lalu,"Saya suka suasananya di samping kolam renangnya,  bikin adem di hati plus udaranya seger banget"
Haikal Rudiansyah,5,6 tahun lalu,"Tempat enak wifi lancar, kolam renang ada 5 tapi agak kotor, jauh cari makan"
